accession,start,end,cds_product
CR931640.1,10803,11033,Error: 'BeforePosition' object has no attribute 'position'
CP139861.1,1363978,1364583,No matching CDS
CP139861.1,1365828,1366058,No matching CDS
AP028606.1,331921,332526,Error: 'BeforePosition' object has no attribute 'position'
AP028606.1,333771,334001,No matching CDS
AP026931.1,333647,334252,Error: 'BeforePosition' object has no attribute 'position'
AP026931.1,335497,335727,No matching CDS
LR216020.1,348970,349575,Error: 'BeforePosition' object has no attribute 'position'
LR216020.1,350820,351050,No matching CDS
LR536839.1,302994,303599,Error: 'BeforePosition' object has no attribute 'position'
LR536839.1,787438,787872,Error: 'BeforePosition' object has no attribute 'position'
LR536839.1,304844,305074,No matching CDS
CP035247.1,333372,333977,Error: 'BeforePosition' object has no attribute 'position'
CP035247.1,335222,335452,Error: 'ExactPosition' object has no attribute 'position'
LR216016.1,426636,427241,Error: 'BeforePosition' object has no attribute 'position'
LR216016.1,428486,428716,No matching CDS
AP028608.1,322850,323455,Error: 'BeforePosition' object has no attribute 'position'
AP028608.1,324700,324930,No matching CDS
CP035246.1,333796,334401,Error: 'BeforePosition' object has no attribute 'position'
CP035246.1,335646,335876,Error: 'ExactPosition' object has no attribute 'position'
CR931681.1,8884,9468,Error: 'BeforePosition' object has no attribute 'position'
CR931682.1,8884,9468,Error: 'BeforePosition' object has no attribute 'position'
AP028607.1,830457,830984,Error: 'BeforePosition' object has no attribute 'position'
AP026916.1,846618,847145,Error: 'BeforePosition' object has no attribute 'position'
AP026916.1,341631,342062,Error: 'BeforePosition' object has no attribute 'position'
CP079923.1,804903,805337,Error: 'BeforePosition' object has no attribute 'position'
CP155537.1,802881,803315,Error: 'BeforePosition' object has no attribute 'position'
LR216017.1,815014,815541,Error: 'BeforePosition' object has no attribute 'position'
LR216017.1,2130378,2129947,Error: 'BeforePosition' object has no attribute 'position'
CP102583.1,480141,479707,No matching CDS
CP118286.1,709271,708837,Error: 'ExactPosition' object has no attribute 'position'
CP118285.1,659359,659793,Error: 'BeforePosition' object has no attribute 'position'
CP118287.1,564464,564030,Error: 'ExactPosition' object has no attribute 'position'
AE007317.1,809098,809532,Error: 'BeforePosition' object has no attribute 'position'
CP038808.1,809099,809533,Error: 'BeforePosition' object has no attribute 'position'
CP155800.1,1890207,1890641,Error: 'BeforePosition' object has no attribute 'position'
CP079922.1,810468,810902,Error: 'BeforePosition' object has no attribute 'position'
LS483390.1,810467,810901,Error: 'BeforePosition' object has no attribute 'position'
CP036529.1,204429,203995,Error: 'ExactPosition' object has no attribute 'position'
CP061208.1,817043,817477,Error: 'BeforePosition' object has no attribute 'position'
CP027540.1,817086,817520,No matching CDS
LS483374.1,817086,817520,Error: 'BeforePosition' object has no attribute 'position'
CP035238.1,817082,817516,Error: 'BeforePosition' object has no attribute 'position'
CP118288.1,985441,985007,Error: 'BeforePosition' object has no attribute 'position'
LR216045.1,808789,809223,Error: 'BeforePosition' object has no attribute 'position'
LR216054.1,795359,795793,Error: 'BeforePosition' object has no attribute 'position'
LR216054.1,2045191,2044760,Error: 'BeforePosition' object has no attribute 'position'
LR216024.1,863800,864234,Error: 'BeforePosition' object has no attribute 'position'
CP137105.1,975805,975371,No matching CDS
CP035242.1,1445228,1444794,Error: 'ExactPosition' object has no attribute 'position'
CP035243.1,864264,864698,Error: 'BeforePosition' object has no attribute 'position'
CP050175.1,851798,852232,Error: 'BeforePosition' object has no attribute 'position'
AP026919.1,866321,866755,Error: 'BeforePosition' object has no attribute 'position'
CP137109.1,1929464,1929898,No matching CDS
AP019192.2,849722,850156,Error: 'BeforePosition' object has no attribute 'position'
AP028609.1,838575,839009,Error: 'BeforePosition' object has no attribute 'position'
LR216037.1,855291,855725,Error: 'BeforePosition' object has no attribute 'position'
LR216056.1,865813,866247,Error: 'BeforePosition' object has no attribute 'position'
LR216051.1,853923,854357,Error: 'BeforePosition' object has no attribute 'position'
AP025940.1,1225703,1225269,Error: 'ExactPosition' object has no attribute 'position'
AP025938.1,1234176,1233742,Error: 'ExactPosition' object has no attribute 'position'
CP053210.1,845992,846426,Error: 'BeforePosition' object has no attribute 'position'
LR216030.1,897763,898197,Error: 'BeforePosition' object has no attribute 'position'
FQ312029.1,844494,844928,Error: 'BeforePosition' object has no attribute 'position'
LR216034.1,789331,789765,Error: 'BeforePosition' object has no attribute 'position'
LR216042.1,929796,930230,Error: 'BeforePosition' object has no attribute 'position'
LR129841.1,850275,850709,No matching CDS
CP035262.1,848621,849055,Error: 'BeforePosition' object has no attribute 'position'
LR216065.1,824355,824789,Error: 'BeforePosition' object has no attribute 'position'
CP038252.1,1232854,1233288,Error: 'BeforePosition' object has no attribute 'position'
CP035263.1,850605,851039,Error: 'BeforePosition' object has no attribute 'position'
LR595848.1,885738,886172,No matching CDS
CP155539.1,1296167,1295733,Error: 'ExactPosition' object has no attribute 'position'
CP035239.1,860448,860882,Error: 'BeforePosition' object has no attribute 'position'
CP089948.1,860447,860881,Error: 'BeforePosition' object has no attribute 'position'
AE005672.3,860186,860620,Error: 'BeforePosition' object has no attribute 'position'
CP025256.1,860186,860620,Error: 'BeforePosition' object has no attribute 'position'
AP018936.1,868378,868812,Error: 'BeforePosition' object has no attribute 'position'
CP000918.1,873553,873987,Error: 'BeforePosition' object has no attribute 'position'
CP155533.1,838807,839241,Error: 'BeforePosition' object has no attribute 'position'
CP001033.1,869059,869493,Error: 'BeforePosition' object has no attribute 'position'
AP028611.1,869740,870174,Error: 'BeforePosition' object has no attribute 'position'
LR216026.1,846503,846937,Error: 'BeforePosition' object has no attribute 'position'
LR216064.1,826333,826767,Error: 'BeforePosition' object has no attribute 'position'
CP000410.2,816629,817063,Error: 'BeforePosition' object has no attribute 'position'
LR216066.1,843141,843575,Error: 'BeforePosition' object has no attribute 'position'
LR216019.1,832044,832478,Error: 'BeforePosition' object has no attribute 'position'
CP035254.1,876159,876593,Error: 'BeforePosition' object has no attribute 'position'
CP035253.1,850080,850514,Error: 'BeforePosition' object has no attribute 'position'
CP136899.1,657649,659100,Error: 'BeforePosition' object has no attribute 'position'
CP125291.1,320869,322320,Error: 'BeforePosition' object has no attribute 'position'
CP089949.1,377774,379225,Error: 'BeforePosition' object has no attribute 'position'
KF676986.1,7920,9371,Error: 'BeforePosition' object has no attribute 'position'
KF676985.1,7920,9371,Error: 'BeforePosition' object has no attribute 'position'
KF676984.1,7920,9371,Error: 'BeforePosition' object has no attribute 'position'
KF676983.1,7920,9371,Error: 'BeforePosition' object has no attribute 'position'
JX102572.1,14528,15979,Error: 'BeforePosition' object has no attribute 'position'
JX102571.1,14528,15979,Error: 'BeforePosition' object has no attribute 'position'
JX102570.1,14524,15975,Error: 'BeforePosition' object has no attribute 'position'
GU074953.1,7993,9444,Error: 'BeforePosition' object has no attribute 'position'
GU074952.1,7995,9446,Error: 'BeforePosition' object has no attribute 'position'
CP002121.1,354818,356269,Error: 'BeforePosition' object has no attribute 'position'
CR931656.1,13332,14783,Error: 'BeforePosition' object has no attribute 'position'
CR931653.1,14006,15457,Error: 'BeforePosition' object has no attribute 'position'
CR931655.1,14554,16005,Error: 'BeforePosition' object has no attribute 'position'
MK606429.1,14794,16245,Error: 'BeforePosition' object has no attribute 'position'
CP031246.1,889899,891350,No matching CDS
CP018838.1,1951051,1952502,Error: 'BeforePosition' object has no attribute 'position'
MF140335.1,11469,12920,Error: 'BeforePosition' object has no attribute 'position'
MF140334.1,11469,12920,Error: 'BeforePosition' object has no attribute 'position'
CP137110.1,719620,718169,No matching CDS
AP026925.1,322978,324429,Error: 'BeforePosition' object has no attribute 'position'
CR931657.1,13303,14754,Error: 'BeforePosition' object has no attribute 'position'
CR931654.1,13030,14481,Error: 'BeforePosition' object has no attribute 'position'
MK606430.1,15760,17019,Error: 'BeforePosition' object has no attribute 'position'
LR216026.1,345682,346941,Error: 'BeforePosition' object has no attribute 'position'
LR216041.1,371417,372676,Error: 'BeforePosition' object has no attribute 'position'
LS483451.1,371576,372835,No matching CDS
CR931668.1,13709,14968,Error: 'BeforePosition' object has no attribute 'position'
CR931693.2,12646,13905,Error: 'BeforePosition' object has no attribute 'position'
CR931692.1,12954,14213,Error: 'BeforePosition' object has no attribute 'position'
GU074961.1,3,383,Error: 'BeforePosition' object has no attribute 'position'
GU074956.1,6,380,Error: 'BeforePosition' object has no attribute 'position'
GU074955.1,2,376,Error: 'BeforePosition' object has no attribute 'position'
GU074957.1,5,379,Error: 'BeforePosition' object has no attribute 'position'
GU074960.1,3,371,Error: 'BeforePosition' object has no attribute 'position'
GU074962.1,2,370,Error: 'BeforePosition' object has no attribute 'position'
CP136899.1,654821,655948,Error: 'BeforePosition' object has no attribute 'position'
CP125291.1,318041,319168,Error: 'BeforePosition' object has no attribute 'position'
CP089949.1,374946,376073,Error: 'BeforePosition' object has no attribute 'position'
KF676986.1,5092,6219,Error: 'BeforePosition' object has no attribute 'position'
KF676985.1,5092,6219,Error: 'BeforePosition' object has no attribute 'position'
KF676984.1,5092,6219,Error: 'BeforePosition' object has no attribute 'position'
KF676983.1,5092,6219,Error: 'BeforePosition' object has no attribute 'position'
JX102572.1,11700,12827,Error: 'BeforePosition' object has no attribute 'position'
JX102571.1,11700,12827,Error: 'BeforePosition' object has no attribute 'position'
JX102570.1,11696,12823,Error: 'BeforePosition' object has no attribute 'position'
GU074953.1,5165,6292,Error: 'BeforePosition' object has no attribute 'position'
GU074952.1,5167,6294,Error: 'BeforePosition' object has no attribute 'position'
CP002121.1,351990,353117,Error: 'BeforePosition' object has no attribute 'position'
CR931656.1,10504,11631,Error: 'BeforePosition' object has no attribute 'position'
CR931653.1,11178,12305,Error: 'BeforePosition' object has no attribute 'position'
CP031246.1,887071,888198,No matching CDS
MK606429.1,11966,13093,Error: 'BeforePosition' object has no attribute 'position'
CP018838.1,1948223,1949350,Error: 'BeforePosition' object has no attribute 'position'
MF140335.1,8641,9768,Error: 'BeforePosition' object has no attribute 'position'
MF140334.1,8641,9768,Error: 'BeforePosition' object has no attribute 'position'
CP137110.1,722448,721321,No matching CDS
AP026925.1,320150,321277,Error: 'BeforePosition' object has no attribute 'position'
CR931657.1,10475,11602,Error: 'BeforePosition' object has no attribute 'position'
CR931654.1,10201,11322,Error: 'BeforePosition' object has no attribute 'position'
CR931655.1,11725,12846,Error: 'BeforePosition' object has no attribute 'position'
KC555041.1,6,434,Error: 'BeforePosition' object has no attribute 'position'
JF301956.1,4943,5569,Error: 'BeforePosition' object has no attribute 'position'
GU074953.1,1950,2429,Error: 'BeforePosition' object has no attribute 'position'
KF676986.1,1877,2356,Error: 'BeforePosition' object has no attribute 'position'
GU074952.1,1952,2431,Error: 'BeforePosition' object has no attribute 'position'
KF676984.1,1877,2356,Error: 'BeforePosition' object has no attribute 'position'
KF676983.1,1877,2356,Error: 'BeforePosition' object has no attribute 'position'
KF676985.1,1877,2356,Error: 'BeforePosition' object has no attribute 'position'
CR931656.1,7289,7768,Error: 'BeforePosition' object has no attribute 'position'
CR931653.1,7963,8442,Error: 'BeforePosition' object has no attribute 'position'
JX102572.1,8485,8964,Error: 'BeforePosition' object has no attribute 'position'
JX102570.1,8481,8960,Error: 'BeforePosition' object has no attribute 'position'
JX102571.1,8485,8964,Error: 'BeforePosition' object has no attribute 'position'
CP136899.1,651606,652085,Error: 'BeforePosition' object has no attribute 'position'
CP125291.1,314826,315305,Error: 'BeforePosition' object has no attribute 'position'
CP031246.1,883856,884335,No matching CDS
CP002121.1,348775,349254,Error: 'BeforePosition' object has no attribute 'position'
CP089949.1,371731,372210,Error: 'BeforePosition' object has no attribute 'position'
CR931657.1,7270,7749,Error: 'BeforePosition' object has no attribute 'position'
MF140335.1,5405,5884,Error: 'BeforePosition' object has no attribute 'position'
MF140334.1,5405,5884,Error: 'BeforePosition' object has no attribute 'position'
MK606429.1,8730,9209,Error: 'BeforePosition' object has no attribute 'position'
CP137110.1,725684,725205,No matching CDS
