allele,accession,start,end
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216025.1,81652,81963
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR129841.1,315469,316464
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR129841.1,316515,316853
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR129841.1,1633618,1633286
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR129841.1,1256831,1255998
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR129841.1,79378,79653
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR129841.1,97730,98005
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LS483417.1,334817,335812
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LS483417.1,335863,336201
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LS483417.1,1260961,1260128
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LS483417.1,99089,99364
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LS483417.1,118478,118789
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131712.1,301080,302075
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131712.1,302126,302464
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131712.1,1694056,1693721
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131712.1,1697390,1697058
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131712.1,1326012,1325179
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131712.1,1705376,1705047
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131712.1,1701763,1701509
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131712.1,86015,86290
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131712.1,103830,104141
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028607.1,341048,342043
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028607.1,342094,342432
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028607.1,1277035,1276202
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028607.1,119216,119482
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028607.1,136573,136884
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113115.1,103818,102823
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113115.1,102772,102434
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113115.1,1350193,1351026
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113115.1,313661,313386
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113114.1,421448,422443
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113114.1,422494,422832
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113114.1,1455387,1454554
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113114.1,211605,211880
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,OM328063.1,9250,10245
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,OM328063.1,10296,10562
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,OM328062.1,6247,7242
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,OM328062.1,7293,7631
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035263.1,314704,315699
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035263.1,315750,316088
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035263.1,1629359,1629027
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035263.1,1254691,1253858
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035263.1,79332,79607
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035263.1,96772,97047
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035262.1,324146,325141
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035262.1,325192,325530
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035262.1,1629698,1629366
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035262.1,1624102,1623770
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035262.1,1255191,1254358
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035262.1,1633886,1633554
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035262.1,1621891,1621697
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035262.1,1621707,1621555
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035262.1,79509,79784
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035262.1,97405,97680
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035259.1,328345,329340
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035259.1,329391,329729
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035259.1,1255169,1254336
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035259.1,98921,99196
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035259.1,117408,117719
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035258.1,328336,329331
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035258.1,329382,329720
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035258.1,1257991,1257158
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035258.1,98877,99152
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035258.1,117365,117676
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,HE651314.1,6035,7030
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,HE651314.1,7081,7419
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,FQ312029.1,315851,316846
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,FQ312029.1,316897,317235
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,FQ312029.1,1620936,1620604
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,FQ312029.1,1246313,1245480
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,FQ312029.1,79523,79798
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,FQ312029.1,97875,98150
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP000919.1,319844,320839
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP000919.1,320890,321228
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP000919.1,1582437,1582102
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP000919.1,1213156,1212317
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP000919.1,1589258,1588929
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP000919.1,1592874,1592542
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP000919.1,91534,91809
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP000919.1,109802,110113
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP001033.1,346086,347081
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP001033.1,347132,347470
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP001033.1,1341534,1340701
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP001033.1,1719964,1719632
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP001033.1,1724149,1723820
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP001033.1,1711918,1711724
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP001033.1,1711724,1711584
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP001033.1,79522,79797
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP001033.1,98331,98606
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931662.1,8270,9265
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931662.1,9316,9654
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,X85787.1,8489,9370
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,X85787.1,9536,9874
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,X85787.1,9378,9485
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028608.1,325297,325947
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028608.1,834758,835591
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028608.1,79062,79337
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028608.1,99150,99425
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931643.1,11404,12054
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931640.1,11400,12050
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216020.1,351417,352067
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216020.1,1221750,1220917
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216020.1,106571,106846
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216020.1,123866,124141
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536839.1,305441,306091
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536839.1,1527906,1527574
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536839.1,1166509,1165676
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536839.1,66730,67005
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536839.1,84335,84646
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035246.1,336243,336893
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035246.1,962063,961230
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035246.1,79445,79720
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035246.1,98165,98440
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035247.1,335819,336469
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035247.1,845663,846496
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035247.1,78995,79270
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035247.1,97715,97990
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216016.1,429083,429733
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216016.1,1378965,1378126
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216016.1,188262,188537
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216016.1,205240,205551
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP139861.1,1366425,1367075
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP139861.1,224521,223688
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP139861.1,1119480,1119755
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP139861.1,1138155,1138466
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028606.1,334368,335018
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028606.1,842284,843117
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028606.1,79130,79405
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028606.1,97850,98125
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP026931.1,336094,336744
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP026931.1,844012,844845
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP026931.1,79175,79450
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP026931.1,97895,98170
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931650.1,10823,11335
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216024.1,383180,383692
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216024.1,1308645,1308154
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216024.1,124286,124561
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216024.1,141570,141845
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,EU675999.1,11095,10748
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931683.1,8996,9604
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP026918.1,323706,324314
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP026918.1,1230844,1230011
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP026918.1,76740,77015
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP026918.1,95590,95901
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131706.1,336203,336811
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131706.1,1280768,1279791
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131706.1,96014,96289
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131706.1,114379,114690
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028604.1,394148,394756
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028604.1,1293351,1292518
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028604.1,146923,147198
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028604.1,165775,166086
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028603.1,394148,394756
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028603.1,1293388,1292555
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028603.1,146923,147198
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP028603.1,165775,166086
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931661.1,10421,11014
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931661.1,11424,11771
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216037.1,365247,365840
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216037.1,1614080,1613745
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216037.1,1620787,1620455
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216037.1,1616291,1615959
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216037.1,1259636,1258659
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216037.1,1624972,1624643
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216037.1,131480,131755
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216037.1,366250,366597
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216037.1,148854,149165
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536831.1,382185,382778
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536831.1,1616262,1615927
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536831.1,890775,891608
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536831.1,1627617,1627315
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536831.1,1623084,1622830
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536831.1,383189,383536
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536831.1,126045,126320
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536831.1,143148,143459
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216030.1,1651082,1650477
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216030.1,1642486,1642157
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216030.1,1646867,1646538
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216030.1,1281530,1280697
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216030.1,1658189,1657857
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216030.1,1653648,1653361
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216030.1,1650200,1649952
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216030.1,127399,127674
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216030.1,144540,144851
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216064.1,1591346,1591014
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216064.1,1215173,1214196
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216064.1,1587060,1586773
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216064.1,62798,63064
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216064.1,81415,81726
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216064.1,317972,318325
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP028436.1,1651542,1651210
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP028436.1,1288228,1287395
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP028436.1,1647313,1646969
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP028436.1,113066,113332
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP028436.1,130602,130913
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP139860.1,563750,563418
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP139860.1,1861808,1862641
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP139860.1,1146717,1147028
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP155538.1,1521852,1521520
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP155538.1,1161325,1160492
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP155538.1,2082423,2082689
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP155538.1,2100871,2101182
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137106.1,1586954,1587286
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137106.1,1583620,1583952
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137106.1,1957478,1958311
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137106.1,692764,692084
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137106.1,947272,946997
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137106.1,928562,928251
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137112.1,566327,565995
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137112.1,208594,208103
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137112.1,576762,576433
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137112.1,573149,572895
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137112.1,1163555,1163830
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP137112.1,1183803,1184114
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP018044.1,2053303,2053911
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP018044.1,1212814,1212479
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP018044.1,2237473,2237159
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP018044.1,2240806,2240474
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP018044.1,1216148,1215816
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP018044.1,2245177,2244848
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP018044.1,843683,842850
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP018044.1,1220520,1220266
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP018044.1,1821619,1821885
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AP018044.1,1838632,1838943
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113267.1,1735727,1735119
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113267.1,431764,432096
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113267.1,437360,437851
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113267.1,1110560,1110069
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113267.1,427576,427908
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113267.1,440694,440888
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113267.1,440888,441028
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113267.1,71834,72100
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP113267.1,90110,90385
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216021.1,1679584,1679252
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216021.1,1267782,1266943
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216021.1,124361,124636
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216021.1,141329,141640
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035254.1,1634227,1633895
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035254.1,1267939,1267106
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035254.1,135360,135626
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035254.1,155923,156234
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035254.1,365561,365914
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035253.1,1607943,1607611
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035253.1,1241908,1241075
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035253.1,95943,96209
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035253.1,116507,116818
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035253.1,326156,326509
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LS483449.1,1609960,1609628
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LS483449.1,1256803,1255970
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LS483449.1,1622192,1621863
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LS483449.1,1618007,1617753
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LS483449.1,78699,78974
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LS483449.1,96327,96638
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AF057294.1,9719,10327
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CR931685.1,9560,10168
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,AF030373.1,10178,10786
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP016633.2,332669,333277
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP016633.2,1240609,1239776
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP016633.2,77269,77535
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP016633.2,95383,95658
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216022.1,455135,455743
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216022.1,1350429,1349452
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216022.1,194773,195048
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216022.1,212600,212875
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035265.1,337789,338397
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035265.1,1225201,1224224
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035265.1,81963,82229
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035265.1,100705,101016
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP016632.2,335015,335623
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP016632.2,1256387,1255554
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP016632.2,78492,78758
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP016632.2,96457,96732
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035264.1,373887,374495
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035264.1,1260252,1259275
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035264.1,118059,118325
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP035264.1,136801,137112
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP016227.1,349901,350509
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP016227.1,1256018,1255677
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP016227.1,92867,93133
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP016227.1,111646,111921
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216018.1,413579,414187
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216018.1,1660400,1660065
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216018.1,1311103,1310270
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216018.1,1668446,1668114
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216018.1,1672625,1672293
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216018.1,181772,182047
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216018.1,200059,200370
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131710.1,373465,374073
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131710.1,1323998,1323021
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131710.1,134198,134473
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP131710.1,153019,153330
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536833.1,389387,389995
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536833.1,1683626,1683291
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536833.1,1685837,1685505
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536833.1,1283252,1282275
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536833.1,1694522,1694190
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536833.1,1690334,1690080
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536833.1,149132,149407
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR536833.1,166102,166413
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216040.1,362557,363165
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216040.1,1335077,1334244
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216040.1,115182,115457
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,LR216040.1,132212,132523
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP031248.1,1156092,1155484
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP031248.1,180220,181053
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP031248.1,1403980,1403705
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP031248.1,1386300,1385989
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP155532.1,1877777,1877169
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP155532.1,518292,518627
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP155532.1,514958,515290
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP155532.1,885960,886793
gene_OGC3488_epsJ~~~arnC_2~~~epsJ_2,CP155532.1,506945,507274
